,crop,Soil_Type,Pesticide_Use_Category,Season,rainfall,Crop_Damage
635,1,1,Lamba-Cyhalothrin,2,230,82
636,0,0,Lamba-Cyhalothrin,1,293,96
637,0,1,Chlormequat,1,249,98
638,0,0,Amidosulfuron,2,184,96
639,1,1,Lamba-Cyhalothrin,2,216,85
640,0,0,Amidosulfuron,1,248,82
641,1,0,Chlormequat,2,210,96
642,0,0,Amidosulfuron,1,210,98
643,0,0,Chlormequat,1,235,87
644,1,0,Chlormequat,3,222,80
645,1,0,Chlormequat,1,100,88
646,1,0,Chlormequat,1,66,91
647,0,0,Amidosulfuron,2,93,95
648,1,0,Amidosulfuron,1,62,98
649,1,0,Amidosulfuron,1,184,85
650,0,0,Lamba-Cyhalothrin,2,231,86
651,0,0,Amidosulfuron,1,266,93
652,0,1,Lamba-Cyhalothrin,3,151,91
653,0,0,Chlormequat,2,291,81
654,0,0,Amidosulfuron,1,203,99
655,0,1,Chlormequat,2,114,87
656,0,1,Amidosulfuron,1,166,82
657,1,0,Chlormequat,1,191,93
658,1,1,Lamba-Cyhalothrin,2,155,96
659,1,0,Chlormequat,3,133,90
660,1,0,Lamba-Cyhalothrin,1,258,92
661,1,1,Lamba-Cyhalothrin,3,255,98
662,1,1,Amidosulfuron,3,218,80
663,1,1,Amidosulfuron,3,226,83
664,1,0,Lamba-Cyhalothrin,1,118,98
665,0,1,Amidosulfuron,1,293,99
666,1,0,Amidosulfuron,3,115,88
667,0,1,Chlormequat,3,255,92
668,1,0,Chlormequat,2,145,97
669,0,1,Lamba-Cyhalothrin,3,252,97
670,0,1,Chlormequat,2,254,94
671,1,1,Chlormequat,1,81,81
672,1,0,Amidosulfuron,1,146,92
673,0,1,Amidosulfuron,3,275,80
674,1,1,Lamba-Cyhalothrin,2,139,86
675,0,1,Amidosulfuron,3,161,99
676,1,0,Chlormequat,2,192,85
677,1,1,Amidosulfuron,3,121,93
678,1,1,Amidosulfuron,3,219,80
679,0,1,Amidosulfuron,3,84,90
680,0,1,Amidosulfuron,1,240,97
681,1,0,Chlormequat,2,252,90
682,1,1,Chlormequat,1,94,87
683,1,1,Amidosulfuron,2,65,85
684,0,1,Chlormequat,1,265,94
685,1,1,Lamba-Cyhalothrin,2,177,88
686,0,1,Chlormequat,2,215,98
687,1,0,Lamba-Cyhalothrin,2,84,97
688,1,0,Amidosulfuron,1,171,89
689,1,0,Amidosulfuron,2,182,95
690,1,0,Chlormequat,2,121,91
691,0,0,Lamba-Cyhalothrin,3,135,82
692,1,0,Amidosulfuron,3,189,85
693,0,1,Lamba-Cyhalothrin,3,155,83
694,0,0,Amidosulfuron,2,90,93
695,1,1,Amidosulfuron,1,109,90
696,0,0,Amidosulfuron,1,111,89
697,1,1,Amidosulfuron,3,240,88
698,0,0,Amidosulfuron,1,216,85
699,0,0,Amidosulfuron,2,90,94
700,0,0,Lamba-Cyhalothrin,3,262,85
701,0,0,Chlormequat,2,121,80
702,1,1,Amidosulfuron,1,206,83
703,0,1,Chlormequat,2,237,89
704,0,0,Chlormequat,2,132,89
705,1,1,Amidosulfuron,2,151,97
706,0,0,Lamba-Cyhalothrin,1,230,80
707,1,1,Lamba-Cyhalothrin,3,213,92
708,1,0,Lamba-Cyhalothrin,2,141,85
709,1,0,Amidosulfuron,1,124,87
710,0,0,Amidosulfuron,3,215,97
711,1,0,Lamba-Cyhalothrin,1,238,82
712,0,1,Amidosulfuron,1,195,90
713,0,1,Chlormequat,1,253,80
714,0,1,Amidosulfuron,1,70,85
715,0,1,Chlormequat,2,109,91
716,1,1,Amidosulfuron,1,60,85
717,1,1,Lamba-Cyhalothrin,3,160,96
718,1,1,Lamba-Cyhalothrin,2,181,84
719,0,1,Chlormequat,1,236,96
720,1,1,Lamba-Cyhalothrin,3,109,92
721,0,0,Lamba-Cyhalothrin,1,75,98
722,1,1,Chlormequat,2,180,97
723,0,1,Chlormequat,2,297,91
724,1,1,Chlormequat,1,154,95
725,0,0,Amidosulfuron,2,79,80
726,0,1,Amidosulfuron,1,166,94
727,1,0,Lamba-Cyhalothrin,2,157,81
728,0,1,Chlormequat,2,162,85
729,1,1,Chlormequat,3,265,88
730,1,0,Amidosulfuron,1,60,90
731,1,0,Chlormequat,3,283,92
732,1,0,Chlormequat,2,127,84
733,0,1,Chlormequat,3,137,86
734,1,0,Chlormequat,3,138,95
735,0,1,Chlormequat,3,211,89
736,0,0,Chlormequat,3,113,86
737,0,1,Lamba-Cyhalothrin,2,196,83
738,0,1,Chlormequat,3,152,96
739,0,0,Lamba-Cyhalothrin,2,217,99
740,0,1,Lamba-Cyhalothrin,2,224,83
741,0,0,Lamba-Cyhalothrin,1,159,93
742,0,1,Chlormequat,2,193,90
743,0,1,Lamba-Cyhalothrin,1,185,94
744,0,1,Lamba-Cyhalothrin,2,286,89
745,0,1,Amidosulfuron,1,95,85
746,0,0,Chlormequat,2,75,82
747,0,0,Lamba-Cyhalothrin,1,296,98
748,0,0,Lamba-Cyhalothrin,3,84,92
749,0,0,Amidosulfuron,3,274,81
750,0,1,Amidosulfuron,3,230,95
751,1,0,Amidosulfuron,1,288,88
752,1,1,Chlormequat,3,145,94
753,1,0,Amidosulfuron,3,233,83
754,0,1,Lamba-Cyhalothrin,3,144,96
755,0,0,Chlormequat,1,119,86
756,0,1,Chlormequat,3,178,81
757,1,1,Amidosulfuron,1,227,95
758,1,0,Amidosulfuron,1,94,99
759,0,0,Lamba-Cyhalothrin,3,157,91
760,1,1,Amidosulfuron,1,126,89
761,1,1,Lamba-Cyhalothrin,2,165,96
762,1,0,Lamba-Cyhalothrin,2,237,86
763,0,1,Lamba-Cyhalothrin,3,266,97
764,0,1,Chlormequat,1,67,90
765,1,1,Lamba-Cyhalothrin,1,73,82
766,0,0,Amidosulfuron,3,237,93
767,1,1,Amidosulfuron,1,292,93
768,1,0,Amidosulfuron,1,216,91
769,1,0,Lamba-Cyhalothrin,1,227,87
770,1,0,Lamba-Cyhalothrin,1,298,86
771,1,1,Chlormequat,2,213,96
772,1,1,Lamba-Cyhalothrin,2,235,84
773,1,1,Chlormequat,1,257,80
774,0,1,Amidosulfuron,1,106,88
775,0,1,Chlormequat,2,104,93
776,0,0,Lamba-Cyhalothrin,2,179,98
777,0,0,Chlormequat,2,68,86
778,0,1,Amidosulfuron,1,148,90
779,1,0,Amidosulfuron,2,297,95
780,0,1,Chlormequat,3,275,80
781,1,0,Amidosulfuron,3,267,96
782,0,0,Chlormequat,2,246,84
783,0,1,Amidosulfuron,2,201,80
784,0,1,Chlormequat,2,238,94
785,1,1,Lamba-Cyhalothrin,3,93,90
786,1,0,Amidosulfuron,3,106,83
787,1,0,Chlormequat,2,104,82
788,0,1,Amidosulfuron,2,214,87
789,0,0,Amidosulfuron,2,126,92
790,1,1,Chlormequat,1,142,97
791,1,0,Lamba-Cyhalothrin,3,268,95
792,0,0,Lamba-Cyhalothrin,2,78,95
793,0,0,Lamba-Cyhalothrin,1,155,88
794,1,1,Chlormequat,2,285,83
795,1,1,Amidosulfuron,3,214,83
796,1,0,Amidosulfuron,2,206,84
797,0,1,Chlormequat,3,278,82
798,0,0,Chlormequat,3,163,90
799,0,0,Amidosulfuron,1,115,96
800,0,1,Amidosulfuron,3,245,91
801,0,0,Chlormequat,1,90,99
802,0,0,Chlormequat,2,221,92
803,0,1,Amidosulfuron,3,264,88
804,0,0,Chlormequat,2,162,86
805,0,0,Lamba-Cyhalothrin,1,287,92
806,1,0,Amidosulfuron,1,265,98
807,0,0,Amidosulfuron,2,135,91
808,1,1,Lamba-Cyhalothrin,1,119,92
809,1,1,Amidosulfuron,1,291,92
810,0,0,Amidosulfuron,2,64,98
811,0,1,Amidosulfuron,2,161,96
812,0,1,Chlormequat,1,115,92
813,1,0,Chlormequat,2,256,97
814,1,1,Chlormequat,2,171,80
815,1,0,Amidosulfuron,2,232,85
816,0,0,Lamba-Cyhalothrin,1,242,97
817,0,1,Lamba-Cyhalothrin,2,250,84
818,0,0,Lamba-Cyhalothrin,2,147,89
819,1,1,Chlormequat,3,293,95
820,1,0,Lamba-Cyhalothrin,3,195,93
821,1,0,Amidosulfuron,1,298,97
822,0,1,Chlormequat,1,233,89
823,0,1,Chlormequat,3,106,95
824,1,0,Chlormequat,2,99,96
825,1,1,Lamba-Cyhalothrin,1,145,82
826,0,0,Lamba-Cyhalothrin,1,193,94
827,1,0,Chlormequat,2,195,94
828,1,1,Lamba-Cyhalothrin,1,179,89
829,0,1,Amidosulfuron,3,223,81
830,1,0,Amidosulfuron,3,278,82
831,0,0,Lamba-Cyhalothrin,3,259,87
832,1,0,Lamba-Cyhalothrin,3,68,92
833,0,0,Lamba-Cyhalothrin,2,162,88
834,0,0,Lamba-Cyhalothrin,3,252,80
835,0,0,Lamba-Cyhalothrin,1,276,99
836,1,1,Amidosulfuron,2,79,88
837,1,0,Amidosulfuron,1,173,86
838,1,1,Chlormequat,2,288,96
839,0,1,Amidosulfuron,2,207,80
840,0,1,Lamba-Cyhalothrin,2,63,97
841,1,0,Lamba-Cyhalothrin,3,128,94
842,1,0,Lamba-Cyhalothrin,1,221,97
843,0,1,Amidosulfuron,3,195,82
844,1,0,Lamba-Cyhalothrin,3,259,94
845,0,1,Lamba-Cyhalothrin,3,180,85
846,1,1,Chlormequat,1,89,92
847,1,0,Amidosulfuron,1,267,82
848,0,0,Amidosulfuron,2,241,80
849,1,0,Lamba-Cyhalothrin,3,248,81
850,1,0,Amidosulfuron,3,122,88
851,1,1,Chlormequat,3,111,99
852,1,1,Lamba-Cyhalothrin,1,182,93
853,1,1,Amidosulfuron,3,190,90
854,0,1,Lamba-Cyhalothrin,2,211,94
855,1,1,Amidosulfuron,1,176,96
856,0,0,Chlormequat,2,153,93
857,1,0,Chlormequat,3,148,98
858,0,1,Lamba-Cyhalothrin,3,94,88
859,0,1,Lamba-Cyhalothrin,2,254,85
860,1,1,Amidosulfuron,1,201,82
861,0,0,Amidosulfuron,1,104,86
862,1,1,Lamba-Cyhalothrin,1,75,89
863,0,1,Lamba-Cyhalothrin,1,161,91
864,1,0,Amidosulfuron,3,136,98
865,1,0,Lamba-Cyhalothrin,3,260,91
866,1,0,Lamba-Cyhalothrin,2,283,84
867,0,1,Chlormequat,3,256,91
868,0,0,Chlormequat,1,123,85
869,0,0,Amidosulfuron,2,61,99
870,1,1,Lamba-Cyhalothrin,2,218,95
871,1,0,Chlormequat,3,145,98
872,0,1,Lamba-Cyhalothrin,3,278,81
873,0,0,Lamba-Cyhalothrin,3,103,94
874,0,1,Chlormequat,3,112,98
875,1,1,Chlormequat,1,243,85
876,1,1,Lamba-Cyhalothrin,2,236,87
877,0,1,Amidosulfuron,1,155,86
878,1,1,Lamba-Cyhalothrin,1,137,84
879,0,0,Chlormequat,3,262,81
880,0,1,Chlormequat,3,94,98
881,0,0,Chlormequat,3,234,88
882,0,1,Lamba-Cyhalothrin,1,257,85
883,0,0,Lamba-Cyhalothrin,2,251,97
884,0,0,Chlormequat,2,70,94
885,0,0,Chlormequat,2,286,88
886,1,1,Chlormequat,1,134,94
887,1,0,Lamba-Cyhalothrin,3,190,90
888,0,0,Amidosulfuron,3,282,95
889,0,1,Chlormequat,2,293,95
890,1,1,Amidosulfuron,2,64,87
891,0,0,Lamba-Cyhalothrin,1,245,87
892,1,1,Chlormequat,1,192,83
893,1,0,Lamba-Cyhalothrin,2,207,96
894,0,1,Lamba-Cyhalothrin,1,271,93
895,1,1,Lamba-Cyhalothrin,2,201,95
896,0,0,Lamba-Cyhalothrin,1,156,96
897,0,0,Amidosulfuron,1,270,89
898,0,0,Lamba-Cyhalothrin,3,179,93
899,0,0,Lamba-Cyhalothrin,1,243,88
900,1,1,Amidosulfuron,3,148,85
901,0,0,Chlormequat,3,247,95
902,1,1,Chlormequat,3,179,81
903,0,0,Chlormequat,2,146,84
904,1,1,Lamba-Cyhalothrin,3,260,98
905,1,1,Lamba-Cyhalothrin,3,139,91
906,1,0,Lamba-Cyhalothrin,1,115,89
907,0,0,Lamba-Cyhalothrin,3,120,93
908,0,0,Chlormequat,3,135,87
909,0,0,Lamba-Cyhalothrin,1,297,84
910,1,0,Chlormequat,2,258,92
911,0,1,Lamba-Cyhalothrin,2,171,84
912,0,0,Amidosulfuron,1,215,98
913,0,0,Chlormequat,1,85,99
914,0,1,Amidosulfuron,3,156,93
915,1,0,Chlormequat,3,101,90
916,0,0,Chlormequat,2,184,83
917,1,1,Chlormequat,1,162,92
918,1,1,Amidosulfuron,1,98,90
919,0,0,Amidosulfuron,1,131,99
920,1,1,Chlormequat,2,77,91
921,1,1,Lamba-Cyhalothrin,2,126,94
922,1,0,Lamba-Cyhalothrin,3,145,93
923,1,0,Chlormequat,2,168,81
924,0,0,Chlormequat,2,240,86
925,1,1,Lamba-Cyhalothrin,3,80,80
926,0,1,Amidosulfuron,3,116,89
927,0,1,Chlormequat,3,122,87
928,0,1,Amidosulfuron,1,217,98
929,1,0,Chlormequat,2,69,96
930,0,1,Lamba-Cyhalothrin,2,96,99
931,0,0,Amidosulfuron,1,85,85
932,0,1,Amidosulfuron,3,177,96
933,0,1,Chlormequat,1,243,92
934,0,1,Chlormequat,3,248,95
935,1,0,Amidosulfuron,2,84,93
936,0,0,Lamba-Cyhalothrin,2,94,91
937,0,1,Lamba-Cyhalothrin,3,105,98
938,1,0,Chlormequat,3,172,93
939,0,1,Lamba-Cyhalothrin,1,154,84
940,0,0,Lamba-Cyhalothrin,3,160,99
941,1,1,Chlormequat,3,69,89
942,1,1,Amidosulfuron,3,233,86
943,0,1,Chlormequat,2,186,95
944,1,1,Chlormequat,2,270,99
945,1,1,Amidosulfuron,3,65,92
946,1,1,Amidosulfuron,3,105,89
947,0,1,Lamba-Cyhalothrin,3,295,92
948,1,1,Lamba-Cyhalothrin,1,285,89
949,1,0,Chlormequat,3,127,91
950,1,1,Chlormequat,3,90,98
951,1,0,Amidosulfuron,1,73,81
952,1,0,Chlormequat,3,152,89
953,0,1,Lamba-Cyhalothrin,2,261,93
954,0,0,Chlormequat,1,152,89
955,0,1,Chlormequat,2,94,94
956,1,0,Chlormequat,1,61,93
957,1,1,Chlormequat,2,137,85
958,0,0,Amidosulfuron,2,155,80
959,0,1,Lamba-Cyhalothrin,1,79,98
960,0,0,Lamba-Cyhalothrin,3,290,99
961,1,1,Amidosulfuron,1,68,84
962,1,1,Amidosulfuron,2,66,95
963,1,1,Chlormequat,3,216,91
964,1,1,Chlormequat,2,256,86
965,1,0,Amidosulfuron,1,260,87
966,1,0,Chlormequat,3,110,87
967,0,0,Chlormequat,3,99,83
968,0,0,Chlormequat,1,294,80
969,0,0,Chlormequat,1,116,98
970,1,0,Amidosulfuron,2,288,97
971,0,1,Lamba-Cyhalothrin,3,176,96
972,0,0,Chlormequat,3,71,97
973,0,0,Lamba-Cyhalothrin,2,210,97
974,1,0,Chlormequat,3,297,87
975,0,1,Lamba-Cyhalothrin,2,76,94
976,0,1,Lamba-Cyhalothrin,1,77,95
977,1,0,Lamba-Cyhalothrin,3,234,94
978,0,1,Chlormequat,2,260,83
979,1,0,Amidosulfuron,2,99,81
980,1,0,Amidosulfuron,3,263,86
981,1,1,Chlormequat,3,154,99
982,1,0,Amidosulfuron,1,128,82
983,0,0,Lamba-Cyhalothrin,2,230,95
984,0,0,Amidosulfuron,1,198,99
985,1,1,Chlormequat,1,211,88
986,0,0,Amidosulfuron,1,137,89
987,0,0,Amidosulfuron,3,182,83
988,1,0,Amidosulfuron,3,90,92
989,0,0,Lamba-Cyhalothrin,3,174,86
990,1,1,Amidosulfuron,3,145,81
991,1,0,Chlormequat,3,167,91
992,1,1,Amidosulfuron,3,188,97
993,1,1,Amidosulfuron,1,174,95
994,0,1,Chlormequat,1,257,87
995,1,0,Amidosulfuron,1,72,89
996,0,0,Lamba-Cyhalothrin,2,95,96
997,0,0,Chlormequat,2,196,81
998,1,1,Lamba-Cyhalothrin,2,200,83
999,1,1,Amidosulfuron,3,189,97
1000,1,1,Chlormequat,1,217,80
1001,0,1,Lamba-Cyhalothrin,3,285,95
1002,0,0,Lamba-Cyhalothrin,2,164,98
1003,0,1,Lamba-Cyhalothrin,2,95,87
1004,0,1,Lamba-Cyhalothrin,2,245,94
1005,1,0,Chlormequat,1,275,87
1006,0,0,Lamba-Cyhalothrin,3,123,94
1007,1,0,Lamba-Cyhalothrin,2,169,82
1008,1,1,Chlormequat,2,111,81
1009,0,0,Chlormequat,3,217,95
1010,1,0,Lamba-Cyhalothrin,3,134,81
1011,1,1,Lamba-Cyhalothrin,3,240,98
1012,0,0,Lamba-Cyhalothrin,1,95,93
1013,0,0,Lamba-Cyhalothrin,2,292,85
1014,1,0,Lamba-Cyhalothrin,1,292,89
1015,0,1,Chlormequat,3,125,82
1016,0,0,Lamba-Cyhalothrin,2,160,88
1017,1,1,Amidosulfuron,1,137,84
1018,0,1,Chlormequat,1,130,89
1019,1,1,Chlormequat,3,99,91
1020,1,0,Lamba-Cyhalothrin,2,127,82
1021,0,1,Amidosulfuron,1,127,87
1022,0,0,Lamba-Cyhalothrin,3,257,89
1023,0,0,Lamba-Cyhalothrin,3,175,80
1024,0,0,Amidosulfuron,1,155,98
1025,0,1,Chlormequat,1,182,92
1026,1,0,Amidosulfuron,3,180,80
1027,1,0,Amidosulfuron,2,253,81
1028,0,1,Amidosulfuron,2,245,84
1029,0,1,Amidosulfuron,3,75,84
1030,0,0,Lamba-Cyhalothrin,1,100,91
1031,1,1,Amidosulfuron,1,63,82
1032,1,0,Lamba-Cyhalothrin,1,228,97
1033,1,0,Chlormequat,2,182,92
1034,0,1,Lamba-Cyhalothrin,1,263,93
1035,1,1,Amidosulfuron,2,60,98
1036,0,1,Lamba-Cyhalothrin,1,75,90
1037,0,0,Chlormequat,2,158,82
1038,1,1,Lamba-Cyhalothrin,1,179,84
1039,0,0,Lamba-Cyhalothrin,3,97,97
1040,1,0,Lamba-Cyhalothrin,3,280,98
1041,1,0,Amidosulfuron,1,106,82
1042,0,1,Chlormequat,3,228,81
1043,0,1,Amidosulfuron,1,251,93
1044,0,0,Chlormequat,3,74,85
1045,1,0,Chlormequat,3,131,85
1046,0,1,Lamba-Cyhalothrin,3,267,98
1047,0,1,Amidosulfuron,1,98,96
1048,0,0,Lamba-Cyhalothrin,3,185,88
1049,1,1,Amidosulfuron,1,150,85
1050,1,0,Lamba-Cyhalothrin,1,163,99
1051,1,0,Amidosulfuron,1,281,83
1052,1,0,Chlormequat,1,178,99
1053,1,1,Chlormequat,1,233,90
1054,0,1,Chlormequat,3,241,89
1055,0,0,Amidosulfuron,3,142,84
1056,1,0,Lamba-Cyhalothrin,2,293,90
1057,0,0,Lamba-Cyhalothrin,3,287,98
1058,1,0,Amidosulfuron,3,194,87
1059,1,0,Chlormequat,2,220,92
1060,1,0,Chlormequat,2,165,94
1061,0,0,Lamba-Cyhalothrin,2,80,85
1062,0,0,Lamba-Cyhalothrin,2,185,85
1063,1,0,Amidosulfuron,2,114,83
1064,1,0,Lamba-Cyhalothrin,2,294,96
1065,0,1,Lamba-Cyhalothrin,2,102,91
1066,1,0,Amidosulfuron,3,298,90
1067,1,0,Chlormequat,2,189,81
1068,0,0,Amidosulfuron,2,74,84
1069,0,0,Chlormequat,3,98,91
1070,0,0,Chlormequat,2,163,83
1071,1,1,Lamba-Cyhalothrin,1,81,92
1072,1,1,Lamba-Cyhalothrin,1,283,95
1073,1,0,Chlormequat,2,102,80
1074,0,0,Lamba-Cyhalothrin,2,294,97
1075,1,1,Lamba-Cyhalothrin,2,194,88
1076,1,0,Lamba-Cyhalothrin,2,249,89
1077,1,1,Chlormequat,1,143,87
1078,0,0,Chlormequat,3,179,80
1079,0,0,Lamba-Cyhalothrin,3,60,84
1080,1,0,Lamba-Cyhalothrin,2,298,88
1081,1,0,Chlormequat,2,220,86
1082,0,0,Chlormequat,3,292,83
1083,0,1,Lamba-Cyhalothrin,1,96,83
1084,1,0,Lamba-Cyhalothrin,3,271,84
1085,1,0,Lamba-Cyhalothrin,1,217,87
1086,0,1,Chlormequat,1,296,85
1087,1,0,Lamba-Cyhalothrin,3,238,95
1088,0,0,Chlormequat,3,144,93
1089,1,0,Amidosulfuron,1,178,82
1090,1,1,Chlormequat,2,61,93
1091,0,0,Amidosulfuron,3,122,86
1092,0,0,Chlormequat,1,104,93
1093,1,1,Chlormequat,1,205,98
1094,0,1,Chlormequat,1,144,93
1095,0,1,Chlormequat,3,177,83
1096,1,1,Amidosulfuron,1,111,83
1097,0,0,Lamba-Cyhalothrin,2,283,88
1098,0,0,Lamba-Cyhalothrin,3,150,80
1099,1,1,Amidosulfuron,1,98,87
1100,0,0,Amidosulfuron,1,237,83
1101,1,1,Chlormequat,3,83,82
1102,0,1,Amidosulfuron,1,87,81
1103,0,0,Amidosulfuron,3,202,90
1104,0,0,Lamba-Cyhalothrin,1,272,82
1105,1,1,Amidosulfuron,2,106,81
1106,0,0,Lamba-Cyhalothrin,3,246,87
1107,1,1,Chlormequat,1,240,82
1108,1,1,Amidosulfuron,1,253,84
1109,1,1,Chlormequat,2,92,91
1110,1,0,Lamba-Cyhalothrin,1,262,98
1111,1,0,Lamba-Cyhalothrin,1,168,93
1112,0,1,Amidosulfuron,2,285,91
1113,0,1,Chlormequat,3,174,88
1114,0,0,Chlormequat,3,121,99
1115,0,0,Chlormequat,3,88,97
1116,0,1,Amidosulfuron,2,249,85
1117,1,0,Amidosulfuron,3,192,91
1118,0,1,Amidosulfuron,3,237,91
1119,0,0,Lamba-Cyhalothrin,1,275,89
1120,1,1,Lamba-Cyhalothrin,2,258,98
1121,1,0,Amidosulfuron,2,211,99
1122,1,0,Lamba-Cyhalothrin,1,122,85
1123,1,1,Amidosulfuron,1,288,81
1124,1,1,Lamba-Cyhalothrin,2,103,89
1125,0,1,Amidosulfuron,3,149,85
1126,0,1,Chlormequat,1,192,95
1127,1,1,Amidosulfuron,2,140,82
1128,0,0,Chlormequat,1,210,86
1129,0,0,Chlormequat,2,269,93
1130,0,1,Chlormequat,1,182,93
1131,0,1,Lamba-Cyhalothrin,3,75,87
1132,0,1,Lamba-Cyhalothrin,1,275,91
1133,0,1,Chlormequat,3,239,97
1134,0,0,Amidosulfuron,2,138,91
1135,0,0,Amidosulfuron,3,292,95
1136,0,1,Chlormequat,3,189,84
1137,0,1,Chlormequat,2,176,84
1138,0,1,Lamba-Cyhalothrin,3,155,94
1139,0,0,Amidosulfuron,1,146,85
1140,1,1,Amidosulfuron,2,244,90
1141,0,0,Lamba-Cyhalothrin,3,95,84
1142,1,0,Chlormequat,1,218,89
1143,0,1,Chlormequat,2,190,82
1144,1,1,Amidosulfuron,3,68,80
1145,1,0,Lamba-Cyhalothrin,2,270,94
1146,1,1,Chlormequat,1,60,97
1147,0,0,Lamba-Cyhalothrin,1,101,80
1148,1,0,Chlormequat,3,97,89
1149,0,0,Chlormequat,3,229,87
1150,0,0,Chlormequat,2,275,92
1151,0,1,Chlormequat,3,201,93
1152,0,1,Amidosulfuron,3,112,92
1153,0,1,Amidosulfuron,3,262,98
1154,0,0,Chlormequat,3,112,99
1155,1,0,Lamba-Cyhalothrin,2,234,98
1156,0,1,Chlormequat,1,293,90
1157,0,1,Amidosulfuron,3,145,91
1158,1,0,Chlormequat,3,95,95
1159,0,0,Lamba-Cyhalothrin,1,174,85
1160,0,1,Amidosulfuron,1,252,92
1161,0,1,Lamba-Cyhalothrin,2,198,87
1162,1,0,Chlormequat,2,204,80
1163,1,1,Amidosulfuron,2,274,94
1164,1,0,Lamba-Cyhalothrin,2,92,93
1165,1,1,Chlormequat,1,170,98
1166,1,1,Chlormequat,2,168,90
1167,1,1,Chlormequat,3,230,87
1168,0,1,Amidosulfuron,3,76,91
1169,0,0,Chlormequat,3,237,81
1170,0,1,Chlormequat,3,195,88
1171,1,1,Amidosulfuron,3,120,97
1172,1,1,Chlormequat,2,136,90
1173,0,0,Lamba-Cyhalothrin,1,139,84
1174,0,1,Chlormequat,1,256,96
1175,0,0,Chlormequat,2,82,97
1176,0,0,Amidosulfuron,2,132,99
1177,1,1,Amidosulfuron,3,111,99
1178,0,1,Lamba-Cyhalothrin,1,84,81
1179,0,0,Amidosulfuron,2,88,80
1180,0,1,Lamba-Cyhalothrin,3,221,83
1181,1,0,Lamba-Cyhalothrin,1,162,91
1182,0,0,Amidosulfuron,1,177,96
1183,0,0,Amidosulfuron,3,80,84
1184,1,1,Lamba-Cyhalothrin,1,141,80
1185,0,0,Amidosulfuron,3,257,88
1186,1,1,Chlormequat,3,120,90
1187,0,0,Chlormequat,1,77,81
1188,1,1,Amidosulfuron,1,212,94
1189,1,1,Chlormequat,1,261,90
1190,0,1,Lamba-Cyhalothrin,1,190,90
1191,1,0,Lamba-Cyhalothrin,2,211,81
1192,0,0,Lamba-Cyhalothrin,2,267,98
1193,0,0,Lamba-Cyhalothrin,1,64,95
1194,0,1,Amidosulfuron,2,284,86
1195,1,1,Lamba-Cyhalothrin,3,90,94
1196,0,1,Amidosulfuron,1,287,82
1197,1,1,Lamba-Cyhalothrin,1,269,88
1198,1,1,Amidosulfuron,3,271,97
1199,1,1,Chlormequat,1,217,91
1200,0,1,Amidosulfuron,2,75,98
1201,1,0,Lamba-Cyhalothrin,3,271,89
1202,0,1,Amidosulfuron,1,185,83
1203,0,1,Chlormequat,1,115,87
1204,0,1,Amidosulfuron,3,266,83
1205,1,1,Amidosulfuron,1,80,83
1206,1,0,Amidosulfuron,3,72,81
1207,0,1,Amidosulfuron,3,142,94
1208,1,1,Lamba-Cyhalothrin,1,101,85
1209,0,0,Chlormequat,1,258,98
1210,1,0,Amidosulfuron,3,267,96
1211,0,0,Chlormequat,1,173,99
1212,0,1,Lamba-Cyhalothrin,1,200,94
1213,0,1,Chlormequat,2,231,93
1214,1,0,Lamba-Cyhalothrin,2,192,87
1215,1,1,Lamba-Cyhalothrin,1,269,91
1216,0,0,Amidosulfuron,2,95,96
1217,0,1,Amidosulfuron,1,218,94
1218,0,1,Chlormequat,1,82,83
1219,1,1,Amidosulfuron,2,273,98
1220,0,1,Chlormequat,2,147,86
1221,1,1,Lamba-Cyhalothrin,2,65,94
1222,0,0,Lamba-Cyhalothrin,2,238,94
1223,0,0,Amidosulfuron,3,137,82
1224,0,1,Lamba-Cyhalothrin,3,91,89
1225,0,0,Amidosulfuron,2,173,83
1226,0,0,Amidosulfuron,2,106,92
1227,1,0,Amidosulfuron,2,65,83
1228,0,0,Lamba-Cyhalothrin,3,286,89
1229,1,1,Amidosulfuron,2,210,94
1230,0,0,Lamba-Cyhalothrin,3,196,93
1231,0,1,Chlormequat,1,94,96
1232,1,0,Amidosulfuron,2,264,91
1233,0,1,Chlormequat,2,232,81
1234,1,0,Amidosulfuron,2,289,85
1235,1,1,Amidosulfuron,1,187,97
1236,1,1,Amidosulfuron,2,220,99
1237,0,1,Amidosulfuron,3,72,86
1238,0,0,Amidosulfuron,2,251,93
1239,1,0,Amidosulfuron,3,129,92
1240,0,1,Chlormequat,3,247,94
1241,1,0,Amidosulfuron,2,97,93
1242,0,0,Lamba-Cyhalothrin,3,200,94
1243,0,0,Lamba-Cyhalothrin,3,145,82
1244,1,0,Chlormequat,2,123,81
1245,0,0,Chlormequat,3,136,98
1246,1,1,Lamba-Cyhalothrin,2,143,84
1247,0,0,Chlormequat,3,83,85
1248,1,0,Amidosulfuron,1,81,81
1249,0,1,Chlormequat,2,217,89
1250,0,1,Lamba-Cyhalothrin,2,75,85
1251,1,1,Amidosulfuron,1,291,95
1252,1,0,Chlormequat,3,125,87
1253,0,0,Amidosulfuron,1,184,91
1254,0,0,Chlormequat,3,172,91
1255,1,0,Amidosulfuron,2,170,93
1256,1,0,Lamba-Cyhalothrin,3,295,94
1257,1,1,Amidosulfuron,1,222,84
